# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# particle positions sampled every 10 steps
t	x1	y1	x2	y2
1.4460000000e+01	5.2099396835e-01	7.2351553840e-01	-5.2099396835e-01	-7.2351553840e-01
1.4470000000e+01	5.1998655302e-01	7.2691500947e-01	-5.1998655302e-01	-7.2691500947e-01
1.4480000000e+01	5.1895991201e-01	7.3028760422e-01	-5.1895991201e-01	-7.3028760422e-01
1.4490000000e+01	5.1791422460e-01	7.3363339684e-01	-5.1791422460e-01	-7.3363339684e-01
1.4500000000e+01	5.1684966729e-01	7.3695246017e-01	-5.1684966729e-01	-7.3695246017e-01
1.4510000000e+01	5.1576641383e-01	7.4024486571e-01	-5.1576641383e-01	-7.4024486571e-01
1.4520000000e+01	5.1466463530e-01	7.4351068367e-01	-5.1466463530e-01	-7.4351068367e-01
1.4530000000e+01	5.1354450015e-01	7.4674998292e-01	-5.1354450015e-01	-7.4674998292e-01
1.4540000000e+01	5.1240617428e-01	7.4996283107e-01	-5.1240617428e-01	-7.4996283107e-01
1.4550000000e+01	5.1124982109e-01	7.5314929445e-01	-5.1124982109e-01	-7.5314929445e-01
1.4560000000e+01	5.1007560153e-01	7.5630943811e-01	-5.1007560153e-01	-7.5630943811e-01
1.4570000000e+01	5.0888367416e-01	7.5944332588e-01	-5.0888367416e-01	-7.5944332588e-01
1.4580000000e+01	5.0767419520e-01	7.6255102035e-01	-5.0767419520e-01	-7.6255102035e-01
1.4590000000e+01	5.0644731859e-01	7.6563258290e-01	-5.0644731859e-01	-7.6563258290e-01
1.4600000000e+01	5.0520319603e-01	7.6868807369e-01	-5.0520319603e-01	-7.6868807369e-01
1.4610000000e+01	5.0394197703e-01	7.7171755169e-01	-5.0394197703e-01	-7.7171755169e-01
1.4620000000e+01	5.0266380896e-01	7.7472107470e-01	-5.0266380896e-01	-7.7472107470e-01
1.4630000000e+01	5.0136883709e-01	7.7769869934e-01	-5.0136883709e-01	-7.7769869934e-01
1.4640000000e+01	5.0005720466e-01	7.8065048109e-01	-5.0005720466e-01	-7.8065048109e-01
1.4650000000e+01	4.9872905287e-01	7.8357647428e-01	-4.9872905287e-01	-7.8357647428e-01
1.4660000000e+01	4.9738452099e-01	7.8647673209e-01	-4.9738452099e-01	-7.8647673209e-01
1.4670000000e+01	4.9602374635e-01	7.8935130660e-01	-4.9602374635e-01	-7.8935130660e-01
1.4680000000e+01	4.9464686440e-01	7.9220024877e-01	-4.9464686440e-01	-7.9220024877e-01
1.4690000000e+01	4.9325400875e-01	7.9502360846e-01	-4.9325400875e-01	-7.9502360846e-01
1.4700000000e+01	4.9184531121e-01	7.9782143445e-01	-4.9184531121e-01	-7.9782143445e-01
1.4710000000e+01	4.9042090183e-01	8.0059377442e-01	-4.9042090183e-01	-8.0059377442e-01
1.4720000000e+01	4.8898090892e-01	8.0334067501e-01	-4.8898090892e-01	-8.0334067501e-01
1.4730000000e+01	4.8752545910e-01	8.0606218176e-01	-4.8752545910e-01	-8.0606218176e-01
1.4740000000e+01	4.8605467732e-01	8.0875833920e-01	-4.8605467732e-01	-8.0875833920e-01
1.4750000000e+01	4.8456868694e-01	8.1142919079e-01	-4.8456868694e-01	-8.1142919079e-01
1.4760000000e+01	4.8306760969e-01	8.1407477897e-01	-4.8306760969e-01	-8.1407477897e-01
1.4770000000e+01	4.8155156577e-01	8.1669514515e-01	-4.8155156577e-01	-8.1669514515e-01
1.4780000000e+01	4.8002067384e-01	8.1929032973e-01	-4.8002067384e-01	-8.1929032973e-01
1.4790000000e+01	4.7847505106e-01	8.2186037210e-01	-4.7847505106e-01	-8.2186037210e-01
1.4800000000e+01	4.7691481313e-01	8.2440531066e-01	-4.7691481313e-01	-8.2440531066e-01
1.4810000000e+01	4.7534007432e-01	8.2692518280e-01	-4.7534007432e-01	-8.2692518280e-01
1.4820000000e+01	4.7375094749e-01	8.2942002494e-01	-4.7375094749e-01	-8.2942002494e-01
1.4830000000e+01	4.7214754412e-01	8.3188987253e-01	-4.7214754412e-01	-8.3188987253e-01
1.4840000000e+01	4.7052997433e-01	8.3433476002e-01	-4.7052997433e-01	-8.3433476002e-01
1.4850000000e+01	4.6889834693e-01	8.3675472093e-01	-4.6889834693e-01	-8.3675472093e-01
1.4860000000e+01	4.6725276942e-01	8.3914978782e-01	-4.6725276942e-01	-8.3914978782e-01
1.4870000000e+01	4.6559334803e-01	8.4151999229e-01	-4.6559334803e-01	-8.4151999229e-01
1.4880000000e+01	4.6392018776e-01	8.4386536500e-01	-4.6392018776e-01	-8.4386536500e-01
1.4890000000e+01	4.6223339236e-01	8.4618593569e-01	-4.6223339236e-01	-8.4618593569e-01
1.4900000000e+01	4.6053306440e-01	8.4848173314e-01	-4.6053306440e-01	-8.4848173314e-01
1.4910000000e+01	4.5881930527e-01	8.5075278523e-01	-4.5881930527e-01	-8.5075278523e-01
1.4920000000e+01	4.5709221521e-01	8.5299911892e-01	-4.5709221521e-01	-8.5299911892e-01
1.4930000000e+01	4.5535189333e-01	8.5522076025e-01	-4.5535189333e-01	-8.5522076025e-01
1.4940000000e+01	4.5359843764e-01	8.5741773435e-01	-4.5359843764e-01	-8.5741773435e-01
1.4950000000e+01	4.5183194505e-01	8.5959006546e-01	-4.5183194505e-01	-8.5959006546e-01
1.4960000000e+01	4.5005251142e-01	8.6173777691e-01	-4.5005251142e-01	-8.6173777691e-01
1.4970000000e+01	4.4826023156e-01	8.6386089115e-01	-4.4826023156e-01	-8.6386089115e-01
1.4980000000e+01	4.4645519927e-01	8.6595942972e-01	-4.4645519927e-01	-8.6595942972e-01
1.4990000000e+01	4.4463750732e-01	8.6803341330e-01	-4.4463750732e-01	-8.6803341330e-01
1.5000000000e+01	4.4280724754e-01	8.7008286167e-01	-4.4280724754e-01	-8.7008286167e-01
1.5010000000e+01	4.4096451075e-01	8.7210779376e-01	-4.4096451075e-01	-8.7210779376e-01
1.5020000000e+01	4.3910938686e-01	8.7410822761e-01	-4.3910938686e-01	-8.7410822761e-01
1.5030000000e+01	4.3724196483e-01	8.7608418039e-01	-4.3724196483e-01	-8.7608418039e-01
1.5040000000e+01	4.3536233274e-01	8.7803566842e-01	-4.3536233274e-01	-8.7803566842e-01
1.5050000000e+01	4.3347057774e-01	8.7996270716e-01	-4.3347057774e-01	-8.7996270716e-01
1.5060000000e+01	4.3156678615e-01	8.8186531118e-01	-4.3156678615e-01	-8.8186531118e-01
1.5070000000e+01	4.2965104340e-01	8.8374349425e-01	-4.2965104340e-01	-8.8374349425e-01
1.5080000000e+01	4.2772343411e-01	8.8559726924e-01	-4.2772343411e-01	-8.8559726924e-01
1.5090000000e+01	4.2578404205e-01	8.8742664820e-01	-4.2578404205e-01	-8.8742664820e-01
1.5100000000e+01	4.2383295021e-01	8.8923164233e-01	-4.2383295021e-01	-8.8923164233e-01
1.5110000000e+01	4.2187024077e-01	8.9101226198e-01	-4.2187024077e-01	-8.9101226198e-01
1.5120000000e+01	4.1989599514e-01	8.9276851665e-01	-4.1989599514e-01	-8.9276851665e-01
1.5130000000e+01	4.1791029399e-01	8.9450041503e-01	-4.1791029399e-01	-8.9450041503e-01
1.5140000000e+01	4.1591321721e-01	8.9620796495e-01	-4.1591321721e-01	-8.9620796495e-01
1.5150000000e+01	4.1390484400e-01	8.9789117342e-01	-4.1390484400e-01	-8.9789117342e-01
1.5160000000e+01	4.1188525281e-01	8.9955004660e-01	-4.1188525281e-01	-8.9955004660e-01
1.5170000000e+01	4.0985452143e-01	9.0118458983e-01	-4.0985452143e-01	-9.0118458983e-01
1.5180000000e+01	4.0781272692e-01	9.0279480762e-01	-4.0781272692e-01	-9.0279480762e-01
1.5190000000e+01	4.0575994570e-01	9.0438070366e-01	-4.0575994570e-01	-9.0438070366e-01
1.5200000000e+01	4.0369625353e-01	9.0594228079e-01	-4.0369625353e-01	-9.0594228079e-01
1.5210000000e+01	4.0162172551e-01	9.0747954104e-01	-4.0162172551e-01	-9.0747954104e-01
1.5220000000e+01	3.9953643612e-01	9.0899248562e-01	-3.9953643612e-01	-9.0899248562e-01
1.5230000000e+01	3.9744045922e-01	9.1048111489e-01	-3.9744045922e-01	-9.1048111489e-01
1.5240000000e+01	3.9533386806e-01	9.1194542841e-01	-3.9533386806e-01	-9.1194542841e-01
1.5250000000e+01	3.9321673531e-01	9.1338542492e-01	-3.9321673531e-01	-9.1338542492e-01
1.5260000000e+01	3.9108913305e-01	9.1480110231e-01	-3.9108913305e-01	-9.1480110231e-01
1.5270000000e+01	3.8895113279e-01	9.1619245766e-01	-3.8895113279e-01	-9.1619245766e-01
1.5280000000e+01	3.8680280549e-01	9.1755948724e-01	-3.8680280549e-01	-9.1755948724e-01
1.5290000000e+01	3.8464422158e-01	9.1890218647e-01	-3.8464422158e-01	-9.1890218647e-01
1.5300000000e+01	3.8247545093e-01	9.2022054998e-01	-3.8247545093e-01	-9.2022054998e-01
1.5310000000e+01	3.8029656292e-01	9.2151457155e-01	-3.8029656292e-01	-9.2151457155e-01
1.5320000000e+01	3.7810762639e-01	9.2278424413e-01	-3.7810762639e-01	-9.2278424413e-01
1.5330000000e+01	3.7590870973e-01	9.2402955987e-01	-3.7590870973e-01	-9.2402955987e-01
1.5340000000e+01	3.7369988079e-01	9.2525051007e-01	-3.7369988079e-01	-9.2525051007e-01
1.5350000000e+01	3.7148120700e-01	9.2644708521e-01	-3.7148120700e-01	-9.2644708521e-01
1.5360000000e+01	3.6925275528e-01	9.2761927496e-01	-3.6925275528e-01	-9.2761927496e-01
1.5370000000e+01	3.6701459213e-01	9.2876706813e-01	-3.6701459213e-01	-9.2876706813e-01
1.5380000000e+01	3.6476678359e-01	9.2989045271e-01	-3.6476678359e-01	-9.2989045271e-01
1.5390000000e+01	3.6250939529e-01	9.3098941587e-01	-3.6250939529e-01	-9.3098941587e-01
1.5400000000e+01	3.6024249242e-01	9.3206394392e-01	-3.6024249242e-01	-9.3206394392e-01
1.5410000000e+01	3.5796613978e-01	9.3311402235e-01	-3.5796613978e-01	-9.3311402235e-01
1.5420000000e+01	3.5568040175e-01	9.3413963582e-01	-3.5568040175e-01	-9.3413963582e-01
1.5430000000e+01	3.5338534233e-01	9.3514076812e-01	-3.5338534233e-01	-9.3514076812e-01
1.5440000000e+01	3.5108102516e-01	9.3611740223e-01	-3.5108102516e-01	-9.3611740223e-01
1.5450000000e+01	3.4876751348e-01	9.3706952025e-01	-3.4876751348e-01	-9.3706952025e-01
1.5460000000e+01	3.4644487020e-01	9.3799710345e-01	-3.4644487020e-01	-9.3799710345e-01
1.5470000000e+01	3.4411315786e-01	9.3890013226e-01	-3.4411315786e-01	-9.3890013226e-01
1.5480000000e+01	3.4177243868e-01	9.3977858622e-01	-3.4177243868e-01	-9.3977858622e-01
1.5490000000e+01	3.3942277453e-01	9.4063244406e-01	-3.3942277453e-01	-9.4063244406e-01
1.5500000000e+01	3.3706422700e-01	9.4146168360e-01	-3.3706422700e-01	-9.4146168360e-01
1.5510000000e+01	3.3469685733e-01	9.4226628183e-01	-3.3469685733e-01	-9.4226628183e-01
1.5520000000e+01	3.3232072648e-01	9.4304621486e-01	-3.3232072648e-01	-9.4304621486e-01
1.5530000000e+01	3.2993589511e-01	9.4380145792e-01	-3.2993589511e-01	-9.4380145792e-01
1.5540000000e+01	3.2754242362e-01	9.4453198537e-01	-3.2754242362e-01	-9.4453198537e-01
1.5550000000e+01	3.2514037213e-01	9.4523777070e-01	-3.2514037213e-01	-9.4523777070e-01
1.5560000000e+01	3.2272980048e-01	9.4591878651e-01	-3.2272980048e-01	-9.4591878651e-01
1.5570000000e+01	3.2031076828e-01	9.4657500449e-01	-3.2031076828e-01	-9.4657500449e-01
1.5580000000e+01	3.1788333490e-01	9.4720639546e-01	-3.1788333490e-01	-9.4720639546e-01
1.5590000000e+01	3.1544755946e-01	9.4781292935e-01	-3.1544755946e-01	-9.4781292935e-01
1.5600000000e+01	3.1300350087e-01	9.4839457515e-01	-3.1300350087e-01	-9.4839457515e-01
1.5610000000e+01	3.1055121782e-01	9.4895130097e-01	-3.1055121782e-01	-9.4895130097e-01
1.5620000000e+01	3.0809076880e-01	9.4948307401e-01	-3.0809076880e-01	-9.4948307401e-01
1.5630000000e+01	3.0562221210e-01	9.4998986052e-01	-3.0562221210e-01	-9.4998986052e-01
1.5640000000e+01	3.0314560582e-01	9.5047162586e-01	-3.0314560582e-01	-9.5047162586e-01
1.5650000000e+01	3.0066100788e-01	9.5092833443e-01	-3.0066100788e-01	-9.5092833443e-01
1.5660000000e+01	2.9816847606e-01	9.5135994971e-01	-2.9816847606e-01	-9.5135994971e-01
1.5670000000e+01	2.9566806794e-01	9.5176643423e-01	-2.9566806794e-01	-9.5176643423e-01
1.5680000000e+01	2.9315984098e-01	9.5214774957e-01	-2.9315984098e-01	-9.5214774957e-01
1.5690000000e+01	2.9064385249e-01	9.5250385635e-01	-2.9064385249e-01	-9.5250385635e-01
1.5700000000e+01	2.8812015965e-01	9.5283471423e-01	-2.8812015965e-01	-9.5283471423e-01
1.5710000000e+01	2.8558881952e-01	9.5314028191e-01	-2.8558881952e-01	-9.5314028191e-01
1.5720000000e+01	2.8304988904e-01	9.5342051708e-01	-2.8304988904e-01	-9.5342051708e-01
1.5730000000e+01	2.8050342507e-01	9.5367537648e-01	-2.8050342507e-01	-9.5367537648e-01
1.5740000000e+01	2.7794948434e-01	9.5390481583e-01	-2.7794948434e-01	-9.5390481583e-01
1.5750000000e+01	2.7538812352e-01	9.5410878986e-01	-2.7538812352e-01	-9.5410878986e-01
1.5760000000e+01	2.7281939922e-01	9.5428725229e-01	-2.7281939922e-01	-9.5428725229e-01
1.5770000000e+01	2.7024336795e-01	9.5444015582e-01	-2.7024336795e-01	-9.5444015582e-01
1.5780000000e+01	2.6766008618e-01	9.5456745213e-01	-2.6766008618e-01	-9.5456745213e-01
1.5790000000e+01	2.6506961034e-01	9.5466909185e-01	-2.6506961034e-01	-9.5466909185e-01
1.5800000000e+01	2.6247199682e-01	9.5474502457e-01	-2.6247199682e-01	-9.5474502457e-01
1.5810000000e+01	2.5986730199e-01	9.5479519883e-01	-2.5986730199e-01	-9.5479519883e-01
1.5820000000e+01	2.5725558219e-01	9.5481956210e-01	-2.5725558219e-01	-9.5481956210e-01
1.5830000000e+01	2.5463689375e-01	9.5481806079e-01	-2.5463689375e-01	-9.5481806079e-01
1.5840000000e+01	2.5201129302e-01	9.5479064021e-01	-2.5201129302e-01	-9.5479064021e-01
1.5850000000e+01	2.4937883637e-01	9.5473724459e-01	-2.4937883637e-01	-9.5473724459e-01
1.5860000000e+01	2.4673958016e-01	9.5465781703e-01	-2.4673958016e-01	-9.5465781703e-01
1.5870000000e+01	2.4409358081e-01	9.5455229954e-01	-2.4409358081e-01	-9.5455229954e-01
1.5880000000e+01	2.4144089477e-01	9.5442063300e-01	-2.4144089477e-01	-9.5442063300e-01
1.5890000000e+01	2.3878157856e-01	9.5426275713e-01	-2.3878157856e-01	-9.5426275713e-01
1.5900000000e+01	2.3611568876e-01	9.5407861053e-01	-2.3611568876e-01	-9.5407861053e-01
1.5910000000e+01	2.3344328201e-01	9.5386813062e-01	-2.3344328201e-01	-9.5386813062e-01
1.5920000000e+01	2.3076441505e-01	9.5363125363e-01	-2.3076441505e-01	-9.5363125363e-01
1.5930000000e+01	2.2807914471e-01	9.5336791464e-01	-2.2807914471e-01	-9.5336791464e-01
1.5940000000e+01	2.2538752795e-01	9.5307804750e-01	-2.2538752795e-01	-9.5307804750e-01
1.5950000000e+01	2.2268962181e-01	9.5276158486e-01	-2.2268962181e-01	-9.5276158486e-01
1.5960000000e+01	2.1998548349e-01	9.5241845814e-01	-2.1998548349e-01	-9.5241845814e-01
1.5970000000e+01	2.1727517033e-01	9.5204859751e-01	-2.1727517033e-01	-9.5204859751e-01
1.5980000000e+01	2.1455873982e-01	9.5165193189e-01	-2.1455873982e-01	-9.5165193189e-01
1.5990000000e+01	2.1183624959e-01	9.5122838893e-01	-2.1183624959e-01	-9.5122838893e-01
1.6000000000e+01	2.0910775749e-01	9.5077789501e-01	-2.0910775749e-01	-9.5077789501e-01
1.6010000000e+01	2.0637332154e-01	9.5030037518e-01	-2.0637332154e-01	-9.5030037518e-01
1.6020000000e+01	2.0363299994e-01	9.4979575319e-01	-2.0363299994e-01	-9.4979575319e-01
1.6030000000e+01	2.0088685115e-01	9.4926395146e-01	-2.0088685115e-01	-9.4926395146e-01
1.6040000000e+01	1.9813493381e-01	9.4870489106e-01	-1.9813493381e-01	-9.4870489106e-01
1.6050000000e+01	1.9537730684e-01	9.4811849168e-01	-1.9537730684e-01	-9.4811849168e-01
1.6060000000e+01	1.9261402938e-01	9.4750467165e-01	-1.9261402938e-01	-9.4750467165e-01
1.6070000000e+01	1.8984516085e-01	9.4686334788e-01	-1.8984516085e-01	-9.4686334788e-01
1.6080000000e+01	1.8707076096e-01	9.4619443586e-01	-1.8707076096e-01	-9.4619443586e-01
1.6090000000e+01	1.8429088969e-01	9.4549784966e-01	-1.8429088969e-01	-9.4549784966e-01
1.6100000000e+01	1.8150560735e-01	9.4477350188e-01	-1.8150560735e-01	-9.4477350188e-01
1.6110000000e+01	1.7871497456e-01	9.4402130365e-01	-1.7871497456e-01	-9.4402130365e-01
1.6120000000e+01	1.7591905227e-01	9.4324116459e-01	-1.7591905227e-01	-9.4324116459e-01
1.6130000000e+01	1.7311790180e-01	9.4243299282e-01	-1.7311790180e-01	-9.4243299282e-01
1.6140000000e+01	1.7031158483e-01	9.4159669491e-01	-1.7031158483e-01	-9.4159669491e-01
1.6150000000e+01	1.6750016341e-01	9.4073217589e-01	-1.6750016341e-01	-9.4073217589e-01
1.6160000000e+01	1.6468370000e-01	9.3983933918e-01	-1.6468370000e-01	-9.3983933918e-01
1.6170000000e+01	1.6186225747e-01	9.3891808661e-01	-1.6186225747e-01	-9.3891808661e-01
1.6180000000e+01	1.5903589913e-01	9.3796831840e-01	-1.5903589913e-01	-9.3796831840e-01
1.6190000000e+01	1.5620468871e-01	9.3698993309e-01	-1.5620468871e-01	-9.3698993309e-01
1.6200000000e+01	1.5336869044e-01	9.3598282757e-01	-1.5336869044e-01	-9.3598282757e-01
1.6210000000e+01	1.5052796901e-01	9.3494689702e-01	-1.5052796901e-01	-9.3494689702e-01
1.6220000000e+01	1.4768258962e-01	9.3388203488e-01	-1.4768258962e-01	-9.3388203488e-01
1.6230000000e+01	1.4483261797e-01	9.3278813288e-01	-1.4483261797e-01	-9.3278813288e-01
1.6240000000e+01	1.4197812033e-01	9.3166508093e-01	-1.4197812033e-01	-9.3166508093e-01
1.6250000000e+01	1.3911916349e-01	9.3051276716e-01	-1.3911916349e-01	-9.3051276716e-01
1.6260000000e+01	1.3625581485e-01	9.2933107786e-01	-1.3625581485e-01	-9.2933107786e-01
1.6270000000e+01	1.3338814239e-01	9.2811989745e-01	-1.3338814239e-01	-9.2811989745e-01
1.6280000000e+01	1.3051621470e-01	9.2687910849e-01	-1.3051621470e-01	-9.2687910849e-01
1.6290000000e+01	1.2764010101e-01	9.2560859158e-01	-1.2764010101e-01	-9.2560859158e-01
1.6300000000e+01	1.2475987124e-01	9.2430822539e-01	-1.2475987124e-01	-9.2430822539e-01
1.6310000000e+01	1.2187559595e-01	9.2297788661e-01	-1.2187559595e-01	-9.2297788661e-01
1.6320000000e+01	1.1898734643e-01	9.2161744990e-01	-1.1898734643e-01	-9.2161744990e-01
1.6330000000e+01	1.1609519470e-01	9.2022678788e-01	-1.1609519470e-01	-9.2022678788e-01
1.6340000000e+01	1.1319921351e-01	9.1880577108e-01	-1.1319921351e-01	-9.1880577108e-01
1.6350000000e+01	1.1029947642e-01	9.1735426794e-01	-1.1029947642e-01	-9.1735426794e-01
1.6360000000e+01	1.0739605776e-01	9.1587214469e-01	-1.0739605776e-01	-9.1587214469e-01
1.6370000000e+01	1.0448903271e-01	9.1435926543e-01	-1.0448903271e-01	-9.1435926543e-01
1.6380000000e+01	1.0157847731e-01	9.1281549200e-01	-1.0157847731e-01	-9.1281549200e-01
1.6390000000e+01	9.8664468464e-02	9.1124068397e-01	-9.8664468464e-02	-9.1124068397e-01
1.6400000000e+01	9.5747083995e-02	9.0963469862e-01	-9.5747083995e-02	-9.0963469862e-01
1.6410000000e+01	9.2826402669e-02	9.0799739087e-01	-9.2826402669e-02	-9.0799739087e-01
1.6420000000e+01	8.9902504219e-02	9.0632861325e-01	-8.9902504219e-02	-9.0632861325e-01
1.6430000000e+01	8.6975469380e-02	9.0462821587e-01	-8.6975469380e-02	-9.0462821587e-01
1.6440000000e+01	8.4045379918e-02	9.0289604636e-01	-8.4045379918e-02	-9.0289604636e-01
1.6450000000e+01	8.1112318665e-02	9.0113194983e-01	-8.1112318665e-02	-9.0113194983e-01
1.6460000000e+01	7.8176369551e-02	8.9933576881e-01	-7.8176369551e-02	-8.9933576881e-01
1.6470000000e+01	7.5237617637e-02	8.9750734324e-01	-7.5237617637e-02	-8.9750734324e-01
1.6480000000e+01	7.2296149153e-02	8.9564651036e-01	-7.2296149153e-02	-8.9564651036e-01
1.6490000000e+01	6.9352051535e-02	8.9375310473e-01	-6.9352051535e-02	-8.9375310473e-01
1.6500000000e+01	6.6405413460e-02	8.9182695814e-01	-6.6405413460e-02	-8.9182695814e-01
1.6510000000e+01	6.3456324885e-02	8.8986789954e-01	-6.3456324885e-02	-8.8986789954e-01
1.6520000000e+01	6.0504877090e-02	8.8787575504e-01	-6.0504877090e-02	-8.8787575504e-01
1.6530000000e+01	5.7551162718e-02	8.8585034778e-01	-5.7551162718e-02	-8.8585034778e-01
1.6540000000e+01	5.4595275815e-02	8.8379149796e-01	-5.4595275815e-02	-8.8379149796e-01
1.6550000000e+01	5.1637311877e-02	8.8169902271e-01	-5.1637311877e-02	-8.8169902271e-01
1.6560000000e+01	4.8677367894e-02	8.7957273605e-01	-4.8677367894e-02	-8.7957273605e-01
1.6570000000e+01	4.5715542398e-02	8.7741244885e-01	-4.5715542398e-02	-8.7741244885e-01
1.6580000000e+01	4.2751935511e-02	8.7521796874e-01	-4.2751935511e-02	-8.7521796874e-01
1.6590000000e+01	3.9786648993e-02	8.7298910005e-01	-3.9786648993e-02	-8.7298910005e-01
1.6600000000e+01	3.6819786296e-02	8.7072564376e-01	-3.6819786296e-02	-8.7072564376e-01
1.6610000000e+01	3.3851452616e-02	8.6842739739e-01	-3.3851452616e-02	-8.6842739739e-01
1.6620000000e+01	3.0881754951e-02	8.6609415498e-01	-3.0881754951e-02	-8.6609415498e-01
1.6630000000e+01	2.7910802154e-02	8.6372570697e-01	-2.7910802154e-02	-8.6372570697e-01
1.6640000000e+01	2.4938704992e-02	8.6132184016e-01	-2.4938704992e-02	-8.6132184016e-01
1.6650000000e+01	2.1965576213e-02	8.5888233762e-01	-2.1965576213e-02	-8.5888233762e-01
1.6660000000e+01	1.8991530601e-02	8.5640697858e-01	-1.8991530601e-02	-8.5640697858e-01
1.6670000000e+01	1.6016685049e-02	8.5389553840e-01	-1.6016685049e-02	-8.5389553840e-01
1.6680000000e+01	1.3041158620e-02	8.5134778846e-01	-1.3041158620e-02	-8.5134778846e-01
1.6690000000e+01	1.0065072622e-02	8.4876349604e-01	-1.0065072622e-02	-8.4876349604e-01
1.6700000000e+01	7.0885506800e-03	8.4614242430e-01	-7.0885506800e-03	-8.4614242430e-01
1.6710000000e+01	4.1117188076e-03	8.4348433212e-01	-4.1117188076e-03	-8.4348433212e-01
1.6720000000e+01	1.1347054898e-03	8.4078897404e-01	-1.1347054898e-03	-8.4078897404e-01
1.6730000000e+01	-1.8423582385e-03	8.3805610017e-01	1.8423582385e-03	-8.3805610017e-01
1.6740000000e+01	-4.8193387083e-03	8.3528545604e-01	4.8193387083e-03	-8.3528545604e-01
1.6750000000e+01	-7.7960995286e-03	8.3247678254e-01	7.7960995286e-03	-8.3247678254e-01
1.6760000000e+01	-1.0772501497e-02	8.2962981583e-01	1.0772501497e-02	-8.2962981583e-01
1.6770000000e+01	-1.3748402505e-02	8.2674428714e-01	1.3748402505e-02	-8.2674428714e-01
1.6780000000e+01	-1.6723657441e-02	8.2381992275e-01	1.6723657441e-02	-8.2381992275e-01
1.6790000000e+01	-1.9698118088e-02	8.2085644382e-01	1.9698118088e-02	-8.2085644382e-01
1.6800000000e+01	-2.2671633020e-02	8.1785356630e-01	2.2671633020e-02	-8.1785356630e-01
1.6810000000e+01	-2.5644047491e-02	8.1481100075e-01	2.5644047491e-02	-8.1481100075e-01
1.6820000000e+01	-2.8615203324e-02	8.1172845227e-01	2.8615203324e-02	-8.1172845227e-01
1.6830000000e+01	-3.1584938787e-02	8.0860562033e-01	3.1584938787e-02	-8.0860562033e-01
1.6840000000e+01	-3.4553088478e-02	8.0544219865e-01	3.4553088478e-02	-8.0544219865e-01
1.6850000000e+01	-3.7519483189e-02	8.0223787503e-01	3.7519483189e-02	-8.0223787503e-01
1.6860000000e+01	-4.0483949777e-02	7.9899233122e-01	4.0483949777e-02	-7.9899233122e-01
1.6870000000e+01	-4.3446311027e-02	7.9570524277e-01	4.3446311027e-02	-7.9570524277e-01
1.6880000000e+01	-4.6406385500e-02	7.9237627888e-01	4.6406385500e-02	-7.9237627888e-01
1.6890000000e+01	-4.9363987391e-02	7.8900510219e-01	4.9363987391e-02	-7.8900510219e-01
1.6900000000e+01	-5.2318926365e-02	7.8559136867e-01	5.2318926365e-02	-7.8559136867e-01
1.6910000000e+01	-5.5271007397e-02	7.8213472740e-01	5.5271007397e-02	-7.8213472740e-01
1.6920000000e+01	-5.8220030600e-02	7.7863482041e-01	5.8220030600e-02	-7.7863482041e-01
1.6930000000e+01	-6.1165791045e-02	7.7509128249e-01	6.1165791045e-02	-7.7509128249e-01
1.6940000000e+01	-6.4108078577e-02	7.7150374099e-01	6.4108078577e-02	-7.7150374099e-01
1.6950000000e+01	-6.7046677619e-02	7.6787181562e-01	6.7046677619e-02	-7.6787181562e-01
1.6960000000e+01	-6.9981366971e-02	7.6419511826e-01	6.9981366971e-02	-7.6419511826e-01
1.6970000000e+01	-7.2911919592e-02	7.6047325271e-01	7.2911919592e-02	-7.6047325271e-01
1.6980000000e+01	-7.5838102386e-02	7.5670581449e-01	7.5838102386e-02	-7.5670581449e-01
1.6990000000e+01	-7.8759675961e-02	7.5289239060e-01	7.8759675961e-02	-7.5289239060e-01
1.7000000000e+01	-8.1676394395e-02	7.4903255930e-01	8.1676394395e-02	-7.4903255930e-01
1.7010000000e+01	-8.4588004974e-02	7.4512588982e-01	8.4588004974e-02	-7.4512588982e-01
1.7020000000e+01	-8.7494247928e-02	7.4117194215e-01	8.7494247928e-02	-7.4117194215e-01
1.7030000000e+01	-9.0394856153e-02	7.3717026672e-01	9.0394856153e-02	-7.3717026672e-01
1.7040000000e+01	-9.3289554920e-02	7.3312040419e-01	9.3289554920e-02	-7.3312040419e-01
1.7050000000e+01	-9.6178061563e-02	7.2902188509e-01	9.6178061563e-02	-7.2902188509e-01
1.7060000000e+01	-9.9060085161e-02	7.2487422957e-01	9.9060085161e-02	-7.2487422957e-01
1.7070000000e+01	-1.0193532620e-01	7.2067694707e-01	1.0193532620e-01	-7.2067694707e-01
1.7080000000e+01	-1.0480347622e-01	7.1642953599e-01	1.0480347622e-01	-7.1642953599e-01
1.7090000000e+01	-1.0766421744e-01	7.1213148339e-01	1.0766421744e-01	-7.1213148339e-01
1.7100000000e+01	-1.1051722236e-01	7.0778226460e-01	1.1051722236e-01	-7.0778226460e-01
