# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# total Hamiltonian H = T + U with kinetic T and potential U components
t	H	T	U
1.3470000000e+01	-4.3749999960e-01	4.8074495067e-01	-9.1824495027e-01
1.3480000000e+01	-4.3749999982e-01	4.7156418746e-01	-9.0906418728e-01
1.3490000000e+01	-4.3750000001e-01	4.6265829883e-01	-9.0015829885e-01
1.3500000000e+01	-4.3750000019e-01	4.5401500754e-01	-8.9151500774e-01
1.3510000000e+01	-4.3750000036e-01	4.4562277232e-01	-8.8312277268e-01
1.3520000000e+01	-4.3750000051e-01	4.3747073327e-01	-8.7497073378e-01
1.3530000000e+01	-4.3750000064e-01	4.2954866208e-01	-8.6704866272e-01
1.3540000000e+01	-4.3750000076e-01	4.2184691646e-01	-8.5934691723e-01
1.3550000000e+01	-4.3750000088e-01	4.1435639862e-01	-8.5185639950e-01
1.3560000000e+01	-4.3750000098e-01	4.0706851707e-01	-8.4456851804e-01
1.3570000000e+01	-4.3750000107e-01	3.9997515167e-01	-8.3747515274e-01
1.3580000000e+01	-4.3750000115e-01	3.9306862157e-01	-8.3056862272e-01
1.3590000000e+01	-4.3750000123e-01	3.8634165568e-01	-8.2384165691e-01
1.3600000000e+01	-4.3750000130e-01	3.7978736552e-01	-8.1728736681e-01
1.3610000000e+01	-4.3750000136e-01	3.7339922020e-01	-8.1089922155e-01
1.3620000000e+01	-4.3750000141e-01	3.6717102335e-01	-8.0467102476e-01
1.3630000000e+01	-4.3750000146e-01	3.6109689183e-01	-7.9859689329e-01
1.3640000000e+01	-4.3750000150e-01	3.5517123601e-01	-7.9267123752e-01
1.3650000000e+01	-4.3750000154e-01	3.4938874158e-01	-7.8688874312e-01
1.3660000000e+01	-4.3750000157e-01	3.4374435263e-01	-7.8124435421e-01
1.3670000000e+01	-4.3750000160e-01	3.3823325609e-01	-7.7573325769e-01
1.3680000000e+01	-4.3750000163e-01	3.3285086712e-01	-7.7035086875e-01
1.3690000000e+01	-4.3750000165e-01	3.2759281570e-01	-7.6509281735e-01
1.3700000000e+01	-4.3750000167e-01	3.2245493406e-01	-7.5995493573e-01
1.3710000000e+01	-4.3750000168e-01	3.1743324504e-01	-7.5493324672e-01
1.3720000000e+01	-4.3750000169e-01	3.1252395121e-01	-7.5002395290e-01
1.3730000000e+01	-4.3750000170e-01	3.0772342477e-01	-7.4522342647e-01
1.3740000000e+01	-4.3750000171e-01	3.0302819809e-01	-7.4052819979e-01
1.3750000000e+01	-4.3750000171e-01	2.9843495490e-01	-7.3593495661e-01
1.3760000000e+01	-4.3750000172e-01	2.9394052208e-01	-7.3144052380e-01
1.3770000000e+01	-4.3750000172e-01	2.8954186193e-01	-7.2704186364e-01
1.3780000000e+01	-4.3750000171e-01	2.8523606496e-01	-7.2273606667e-01
1.3790000000e+01	-4.3750000171e-01	2.8102034318e-01	-7.1852034489e-01
1.3800000000e+01	-4.3750000171e-01	2.7689202373e-01	-7.1439202544e-01
1.3810000000e+01	-4.3750000170e-01	2.7284854301e-01	-7.1034854471e-01
1.3820000000e+01	-4.3750000169e-01	2.6888744105e-01	-7.0638744274e-01
1.3830000000e+01	-4.3750000169e-01	2.6500635633e-01	-7.0250635802e-01
1.3840000000e+01	-4.3750000168e-01	2.6120302087e-01	-6.9870302255e-01
1.3850000000e+01	-4.3750000167e-01	2.5747525557e-01	-6.9497525724e-01
1.3860000000e+01	-4.3750000166e-01	2.5382096592e-01	-6.9132096757e-01
1.3870000000e+01	-4.3750000164e-01	2.5023813788e-01	-6.8773813952e-01
1.3880000000e+01	-4.3750000163e-01	2.4672483403e-01	-6.8422483566e-01
1.3890000000e+01	-4.3750000162e-01	2.4327918996e-01	-6.8077919158e-01
1.3900000000e+01	-4.3750000160e-01	2.3989941080e-01	-6.7739941240e-01
1.3910000000e+01	-4.3750000159e-01	2.3658376803e-01	-6.7408376962e-01
1.3920000000e+01	-4.3750000157e-01	2.3333059641e-01	-6.7083059799e-01
1.3930000000e+01	-4.3750000156e-01	2.3013829110e-01	-6.6763829266e-01
1.3940000000e+01	-4.3750000154e-01	2.2700530493e-01	-6.6450530647e-01
1.3950000000e+01	-4.3750000153e-01	2.2393014581e-01	-6.6143014733e-01
1.3960000000e+01	-4.3750000151e-01	2.2091137431e-01	-6.5841137582e-01
1.3970000000e+01	-4.3750000149e-01	2.1794760135e-01	-6.5544760284e-01
1.3980000000e+01	-4.3750000147e-01	2.1503748600e-01	-6.5253748748e-01
1.3990000000e+01	-4.3750000146e-01	2.1217973340e-01	-6.4967973486e-01
1.4000000000e+01	-4.3750000144e-01	2.0937309282e-01	-6.4687309425e-01
1.4010000000e+01	-4.3750000142e-01	2.0661635574e-01	-6.4411635716e-01
1.4020000000e+01	-4.3750000140e-01	2.0390835415e-01	-6.4140835555e-01
1.4030000000e+01	-4.3750000138e-01	2.0124795882e-01	-6.3874796020e-01
1.4040000000e+01	-4.3750000137e-01	1.9863407771e-01	-6.3613407908e-01
1.4050000000e+01	-4.3750000135e-01	1.9606565448e-01	-6.3356565583e-01
1.4060000000e+01	-4.3750000133e-01	1.9354166698e-01	-6.3104166831e-01
1.4070000000e+01	-4.3750000131e-01	1.9106112597e-01	-6.2856112728e-01
1.4080000000e+01	-4.3750000129e-01	1.8862307372e-01	-6.2612307502e-01
1.4090000000e+01	-4.3750000127e-01	1.8622658284e-01	-6.2372658411e-01
1.4100000000e+01	-4.3750000126e-01	1.8387075504e-01	-6.2137075629e-01
1.4110000000e+01	-4.3750000124e-01	1.8155472003e-01	-6.1905472127e-01
1.4120000000e+01	-4.3750000122e-01	1.7927763445e-01	-6.1677763567e-01
1.4130000000e+01	-4.3750000120e-01	1.7703868082e-01	-6.1453868202e-01
1.4140000000e+01	-4.3750000118e-01	1.7483706657e-01	-6.1233706775e-01
1.4150000000e+01	-4.3750000116e-01	1.7267202310e-01	-6.1017202427e-01
1.4160000000e+01	-4.3750000114e-01	1.7054280493e-01	-6.0804280607e-01
1.4170000000e+01	-4.3750000113e-01	1.6844868877e-01	-6.0594868990e-01
1.4180000000e+01	-4.3750000111e-01	1.6638897278e-01	-6.0388897389e-01
1.4190000000e+01	-4.3750000109e-01	1.6436297575e-01	-6.0186297684e-01
1.4200000000e+01	-4.3750000107e-01	1.6237003637e-01	-5.9987003744e-01
1.4210000000e+01	-4.3750000105e-01	1.6040951251e-01	-5.9790951356e-01
1.4220000000e+01	-4.3750000104e-01	1.5848078056e-01	-5.9598078159e-01
1.4230000000e+01	-4.3750000102e-01	1.5658323475e-01	-5.9408323577e-01
1.4240000000e+01	-4.3750000100e-01	1.5471628657e-01	-5.9221628757e-01
1.4250000000e+01	-4.3750000098e-01	1.5287936412e-01	-5.9037936510e-01
1.4260000000e+01	-4.3750000097e-01	1.5107191156e-01	-5.8857191253e-01
1.4270000000e+01	-4.3750000095e-01	1.4929338861e-01	-5.8679338956e-01
1.4280000000e+01	-4.3750000093e-01	1.4754326992e-01	-5.8504327086e-01
1.4290000000e+01	-4.3750000092e-01	1.4582104468e-01	-5.8332104560e-01
1.4300000000e+01	-4.3750000090e-01	1.4412621606e-01	-5.8162621696e-01
1.4310000000e+01	-4.3750000088e-01	1.4245830078e-01	-5.7995830167e-01
1.4320000000e+01	-4.3750000087e-01	1.4081682866e-01	-5.7831682952e-01
1.4330000000e+01	-4.3750000085e-01	1.3920134217e-01	-5.7670134303e-01
1.4340000000e+01	-4.3750000084e-01	1.3761139609e-01	-5.7511139692e-01
1.4350000000e+01	-4.3750000082e-01	1.3604655701e-01	-5.7354655783e-01
1.4360000000e+01	-4.3750000080e-01	1.3450640306e-01	-5.7200640386e-01
1.4370000000e+01	-4.3750000079e-01	1.3299052347e-01	-5.7049052425e-01
1.4380000000e+01	-4.3750000077e-01	1.3149851825e-01	-5.6899851903e-01
1.4390000000e+01	-4.3750000076e-01	1.3002999788e-01	-5.6752999864e-01
1.4400000000e+01	-4.3750000074e-01	1.2858458293e-01	-5.6608458367e-01
1.4410000000e+01	-4.3750000073e-01	1.2716190379e-01	-5.6466190451e-01
1.4420000000e+01	-4.3750000071e-01	1.2576160036e-01	-5.6326160108e-01
1.4430000000e+01	-4.3750000070e-01	1.2438332178e-01	-5.6188332248e-01
1.4440000000e+01	-4.3750000069e-01	1.2302672612e-01	-5.6052672681e-01
1.4450000000e+01	-4.3750000067e-01	1.2169148015e-01	-5.5919148082e-01
1.4460000000e+01	-4.3750000066e-01	1.2037725903e-01	-5.5787725969e-01
1.4470000000e+01	-4.3750000064e-01	1.1908374614e-01	-5.5658374678e-01
1.4480000000e+01	-4.3750000063e-01	1.1781063278e-01	-5.5531063341e-01
1.4490000000e+01	-4.3750000062e-01	1.1655761796e-01	-5.5405761858e-01
1.4500000000e+01	-4.3750000060e-01	1.1532440819e-01	-5.5282440879e-01
1.4510000000e+01	-4.3750000059e-01	1.1411071724e-01	-5.5161071783e-01
1.4520000000e+01	-4.3750000058e-01	1.1291626597e-01	-5.5041626655e-01
1.4530000000e+01	-4.3750000056e-01	1.1174078211e-01	-5.4924078267e-01
1.4540000000e+01	-4.3750000055e-01	1.1058400006e-01	-5.4808400061e-01
1.4550000000e+01	-4.3750000054e-01	1.0944566073e-01	-5.4694566127e-01
1.4560000000e+01	-4.3750000053e-01	1.0832551134e-01	-5.4582551187e-01
1.4570000000e+01	-4.3750000051e-01	1.0722330528e-01	-5.4472330579e-01
1.4580000000e+01	-4.3750000050e-01	1.0613880189e-01	-5.4363880239e-01
1.4590000000e+01	-4.3750000049e-01	1.0507176636e-01	-5.4257176686e-01
1.4600000000e+01	-4.3750000048e-01	1.0402196954e-01	-5.4152197002e-01
1.4610000000e+01	-4.3750000047e-01	1.0298918780e-01	-5.4048918826e-01
1.4620000000e+01	-4.3750000046e-01	1.0197320286e-01	-5.3947320332e-01
1.4630000000e+01	-4.3750000045e-01	1.0097380172e-01	-5.3847380216e-01
1.4640000000e+01	-4.3750000043e-01	9.9990776445e-02	-5.3749077688e-01
1.4650000000e+01	-4.3750000042e-01	9.9023924087e-02	-5.3652392451e-01
1.4660000000e+01	-4.3750000041e-01	9.8073046538e-02	-5.3557304695e-01
1.4670000000e+01	-4.3750000040e-01	9.7137950413e-02	-5.3463795081e-01
1.4680000000e+01	-4.3750000039e-01	9.6218446935e-02	-5.3371844733e-01
1.4690000000e+01	-4.3750000038e-01	9.5314351818e-02	-5.3281435220e-01
1.4700000000e+01	-4.3750000037e-01	9.4425485158e-02	-5.3192548553e-01
1.4710000000e+01	-4.3750000036e-01	9.3551671328e-02	-5.3105167169e-01
1.4720000000e+01	-4.3750000035e-01	9.2692738874e-02	-5.3019273923e-01
1.4730000000e+01	-4.3750000034e-01	9.1848520415e-02	-5.2934852076e-01
1.4740000000e+01	-4.3750000033e-01	9.1018852549e-02	-5.2851885288e-01
1.4750000000e+01	-4.3750000032e-01	9.0203575756e-02	-5.2770357608e-01
1.4760000000e+01	-4.3750000031e-01	8.9402534314e-02	-5.2690253463e-01
1.4770000000e+01	-4.3750000031e-01	8.8615576206e-02	-5.2611557651e-01
1.4780000000e+01	-4.3750000030e-01	8.7842553037e-02	-5.2534255333e-01
1.4790000000e+01	-4.3750000029e-01	8.7083319955e-02	-5.2458332024e-01
1.4800000000e+01	-4.3750000028e-01	8.6337735570e-02	-5.2383773585e-01
1.4810000000e+01	-4.3750000027e-01	8.5605661877e-02	-5.2310566215e-01
1.4820000000e+01	-4.3750000026e-01	8.4886964180e-02	-5.2238696444e-01
1.4830000000e+01	-4.3750000025e-01	8.4181511028e-02	-5.2168151128e-01
1.4840000000e+01	-4.3750000025e-01	8.3489174135e-02	-5.2098917438e-01
1.4850000000e+01	-4.3750000024e-01	8.2809828320e-02	-5.2030982856e-01
1.4860000000e+01	-4.3750000023e-01	8.2143351441e-02	-5.1964335167e-01
1.4870000000e+01	-4.3750000022e-01	8.1489624329e-02	-5.1898962455e-01
1.4880000000e+01	-4.3750000022e-01	8.0848530728e-02	-5.1834853094e-01
1.4890000000e+01	-4.3750000021e-01	8.0219957238e-02	-5.1771995745e-01
1.4900000000e+01	-4.3750000020e-01	7.9603793255e-02	-5.1710379346e-01
1.4910000000e+01	-4.3750000019e-01	7.8999930918e-02	-5.1649993111e-01
1.4920000000e+01	-4.3750000019e-01	7.8408265052e-02	-5.1590826524e-01
1.4930000000e+01	-4.3750000018e-01	7.7828693119e-02	-5.1532869330e-01
1.4940000000e+01	-4.3750000017e-01	7.7261115167e-02	-5.1476111534e-01
1.4950000000e+01	-4.3750000017e-01	7.6705433779e-02	-5.1420543395e-01
1.4960000000e+01	-4.3750000016e-01	7.6161554031e-02	-5.1366155419e-01
1.4970000000e+01	-4.3750000015e-01	7.5629383438e-02	-5.1312938359e-01
1.4980000000e+01	-4.3750000015e-01	7.5108831917e-02	-5.1260883207e-01
1.4990000000e+01	-4.3750000014e-01	7.4599811744e-02	-5.1209981189e-01
1.5000000000e+01	-4.3750000014e-01	7.4102237506e-02	-5.1160223764e-01
1.5010000000e+01	-4.3750000013e-01	7.3616026069e-02	-5.1111602620e-01
1.5020000000e+01	-4.3750000013e-01	7.3141096531e-02	-5.1064109666e-01
1.5030000000e+01	-4.3750000012e-01	7.2677370193e-02	-5.1017737031e-01
1.5040000000e+01	-4.3750000011e-01	7.2224770516e-02	-5.0972477063e-01
1.5050000000e+01	-4.3750000011e-01	7.1783223089e-02	-5.0928322320e-01
1.5060000000e+01	-4.3750000010e-01	7.1352655594e-02	-5.0885265570e-01
1.5070000000e+01	-4.3750000010e-01	7.0932997773e-02	-5.0843299787e-01
1.5080000000e+01	-4.3750000009e-01	7.0524181399e-02	-5.0802418149e-01
1.5090000000e+01	-4.3750000009e-01	7.0126140240e-02	-5.0762614033e-01
1.5100000000e+01	-4.3750000009e-01	6.9738810034e-02	-5.0723881012e-01
1.5110000000e+01	-4.3750000008e-01	6.9362128460e-02	-5.0686212854e-01
1.5120000000e+01	-4.3750000008e-01	6.8996035106e-02	-5.0649603518e-01
1.5130000000e+01	-4.3750000007e-01	6.8640471449e-02	-5.0614047152e-01
1.5140000000e+01	-4.3750000007e-01	6.8295380825e-02	-5.0579538089e-01
1.5150000000e+01	-4.3750000006e-01	6.7960708403e-02	-5.0546070847e-01
1.5160000000e+01	-4.3750000006e-01	6.7636401167e-02	-5.0513640123e-01
1.5170000000e+01	-4.3750000006e-01	6.7322407886e-02	-5.0482240794e-01
1.5180000000e+01	-4.3750000005e-01	6.7018679097e-02	-5.0451867915e-01
1.5190000000e+01	-4.3750000005e-01	6.6725167083e-02	-5.0422516713e-01
1.5200000000e+01	-4.3750000005e-01	6.6441825849e-02	-5.0394182590e-01
1.5210000000e+01	-4.3750000004e-01	6.6168611108e-02	-5.0366861115e-01
1.5220000000e+01	-4.3750000004e-01	6.5905480257e-02	-5.0340548030e-01
1.5230000000e+01	-4.3750000004e-01	6.5652392361e-02	-5.0315239240e-01
1.5240000000e+01	-4.3750000003e-01	6.5409308139e-02	-5.0290930817e-01
1.5250000000e+01	-4.3750000003e-01	6.5176189939e-02	-5.0267618997e-01
1.5260000000e+01	-4.3750000003e-01	6.4953001734e-02	-5.0245300176e-01
1.5270000000e+01	-4.3750000003e-01	6.4739709095e-02	-5.0223970912e-01
1.5280000000e+01	-4.3750000002e-01	6.4536279185e-02	-5.0203627921e-01
1.5290000000e+01	-4.3750000002e-01	6.4342680742e-02	-5.0184268076e-01
1.5300000000e+01	-4.3750000002e-01	6.4158884067e-02	-5.0165888409e-01
1.5310000000e+01	-4.3750000002e-01	6.3984861011e-02	-5.0148486103e-01
1.5320000000e+01	-4.3750000002e-01	6.3820584964e-02	-5.0132058498e-01
1.5330000000e+01	-4.3750000001e-01	6.3666030841e-02	-5.0116603085e-01
1.5340000000e+01	-4.3750000001e-01	6.3521175080e-02	-5.0102117509e-01
1.5350000000e+01	-4.3750000001e-01	6.3385995621e-02	-5.0088599563e-01
1.5360000000e+01	-4.3750000001e-01	6.3260471906e-02	-5.0076047192e-01
1.5370000000e+01	-4.3750000001e-01	6.3144584868e-02	-5.0064458488e-01
1.5380000000e+01	-4.3750000001e-01	6.3038316920e-02	-5.0053831693e-01
1.5390000000e+01	-4.3750000000e-01	6.2941651953e-02	-5.0044165196e-01
1.5400000000e+01	-4.3750000000e-01	6.2854575325e-02	-5.0035457533e-01
1.5410000000e+01	-4.3750000000e-01	6.2777073857e-02	-5.0027707386e-01
1.5420000000e+01	-4.3750000000e-01	6.2709135830e-02	-5.0020913583e-01
1.5430000000e+01	-4.3750000000e-01	6.2650750975e-02	-5.0015075098e-01
1.5440000000e+01	-4.3750000000e-01	6.2601910473e-02	-5.0010191047e-01
1.5450000000e+01	-4.3750000000e-01	6.2562606951e-02	-5.0006260695e-01
1.5460000000e+01	-4.3750000000e-01	6.2532834476e-02	-5.0003283448e-01
1.5470000000e+01	-4.3750000000e-01	6.2512588558e-02	-5.0001258856e-01
1.5480000000e+01	-4.3750000000e-01	6.2501866141e-02	-5.0000186614e-01
1.5490000000e+01	-4.3750000000e-01	6.2500665609e-02	-5.0000066561e-01
1.5500000000e+01	-4.3750000000e-01	6.2508986781e-02	-5.0000898678e-01
1.5510000000e+01	-4.3750000000e-01	6.2526830911e-02	-5.0002683091e-01
1.5520000000e+01	-4.3750000000e-01	6.2554200692e-02	-5.0005420069e-01
1.5530000000e+01	-4.3750000000e-01	6.2591100252e-02	-5.0009110025e-01
1.5540000000e+01	-4.3750000000e-01	6.2637535160e-02	-5.0013753516e-01
1.5550000000e+01	-4.3750000000e-01	6.2693512425e-02	-5.0019351243e-01
1.5560000000e+01	-4.3750000000e-01	6.2759040503e-02	-5.0025904051e-01
1.5570000000e+01	-4.3750000000e-01	6.2834129295e-02	-5.0033412930e-01
1.5580000000e+01	-4.3750000000e-01	6.2918790154e-02	-5.0041879016e-01
1.5590000000e+01	-4.3750000001e-01	6.3013035892e-02	-5.0051303590e-01
1.5600000000e+01	-4.3750000001e-01	6.3116880779e-02	-5.0061688079e-01
1.5610000000e+01	-4.3750000001e-01	6.3230340556e-02	-5.0073034056e-01
1.5620000000e+01	-4.3750000001e-01	6.3353432435e-02	-5.0085343244e-01
1.5630000000e+01	-4.3750000001e-01	6.3486175109e-02	-5.0098617512e-01
1.5640000000e+01	-4.3750000001e-01	6.3628588762e-02	-5.0112858877e-01
1.5650000000e+01	-4.3750000001e-01	6.3780695070e-02	-5.0128069509e-01
1.5660000000e+01	-4.3750000002e-01	6.3942517219e-02	-5.0144251724e-01
1.5670000000e+01	-4.3750000002e-01	6.4114079908e-02	-5.0161407993e-01
1.5680000000e+01	-4.3750000002e-01	6.4295409360e-02	-5.0179540938e-01
1.5690000000e+01	-4.3750000002e-01	6.4486533336e-02	-5.0198653336e-01
1.5700000000e+01	-4.3750000003e-01	6.4687481143e-02	-5.0218748117e-01
1.5710000000e+01	-4.3750000003e-01	6.4898283648e-02	-5.0239828368e-01
1.5720000000e+01	-4.3750000003e-01	6.5118973289e-02	-5.0261897332e-01
1.5730000000e+01	-4.3750000003e-01	6.5349584092e-02	-5.0284958413e-01
1.5740000000e+01	-4.3750000004e-01	6.5590151681e-02	-5.0309015172e-01
1.5750000000e+01	-4.3750000004e-01	6.5840713295e-02	-5.0334071333e-01
1.5760000000e+01	-4.3750000004e-01	6.6101307803e-02	-5.0360130785e-01
1.5770000000e+01	-4.3750000005e-01	6.6371975723e-02	-5.0387197577e-01
1.5780000000e+01	-4.3750000005e-01	6.6652759233e-02	-5.0415275928e-01
1.5790000000e+01	-4.3750000005e-01	6.6943702196e-02	-5.0444370225e-01
1.5800000000e+01	-4.3750000006e-01	6.7244850173e-02	-5.0474485023e-01
1.5810000000e+01	-4.3750000006e-01	6.7556250445e-02	-5.0505625050e-01
1.5820000000e+01	-4.3750000006e-01	6.7877952035e-02	-5.0537795210e-01
1.5830000000e+01	-4.3750000007e-01	6.8210005723e-02	-5.0571000579e-01
1.5840000000e+01	-4.3750000007e-01	6.8552464074e-02	-5.0605246415e-01
1.5850000000e+01	-4.3750000008e-01	6.8905381459e-02	-5.0640538153e-01
1.5860000000e+01	-4.3750000008e-01	6.9268814078e-02	-5.0676881416e-01
1.5870000000e+01	-4.3750000008e-01	6.9642819982e-02	-5.0714282007e-01
1.5880000000e+01	-4.3750000009e-01	7.0027459104e-02	-5.0752745919e-01
1.5890000000e+01	-4.3750000009e-01	7.0422793283e-02	-5.0792279338e-01
1.5900000000e+01	-4.3750000010e-01	7.0828886287e-02	-5.0832888638e-01
1.5910000000e+01	-4.3750000010e-01	7.1245803848e-02	-5.0874580395e-01
1.5920000000e+01	-4.3750000011e-01	7.1673613689e-02	-5.0917361380e-01
1.5930000000e+01	-4.3750000011e-01	7.2112385552e-02	-5.0961238566e-01
1.5940000000e+01	-4.3750000012e-01	7.2562191232e-02	-5.1006219135e-01
1.5950000000e+01	-4.3750000012e-01	7.3023104609e-02	-5.1052310473e-01
1.5960000000e+01	-4.3750000013e-01	7.3495201683e-02	-5.1099520181e-01
1.5970000000e+01	-4.3750000014e-01	7.3978560605e-02	-5.1147856074e-01
1.5980000000e+01	-4.3750000014e-01	7.4473261717e-02	-5.1197326186e-01
1.5990000000e+01	-4.3750000015e-01	7.4979387587e-02	-5.1247938773e-01
1.6000000000e+01	-4.3750000015e-01	7.5497023049e-02	-5.1299702320e-01
1.6010000000e+01	-4.3750000016e-01	7.6026255241e-02	-5.1352625540e-01
1.6020000000e+01	-4.3750000017e-01	7.6567173649e-02	-5.1406717381e-01
1.6030000000e+01	-4.3750000017e-01	7.7119870144e-02	-5.1461987032e-01
1.6040000000e+01	-4.3750000018e-01	7.7684439034e-02	-5.1518443921e-01
1.6050000000e+01	-4.3750000019e-01	7.8260977102e-02	-5.1576097729e-01
1.6060000000e+01	-4.3750000019e-01	7.8849583655e-02	-5.1634958385e-01
1.6070000000e+01	-4.3750000020e-01	7.9450360577e-02	-5.1695036078e-01
1.6080000000e+01	-4.3750000021e-01	8.0063412370e-02	-5.1756341258e-01
1.6090000000e+01	-4.3750000021e-01	8.0688846215e-02	-5.1818884643e-01
1.6100000000e+01	-4.3750000022e-01	8.1326772017e-02	-5.1882677224e-01
1.6110000000e+01	-4.3750000023e-01	8.1977302469e-02	-5.1947730270e-01
1.6120000000e+01	-4.3750000024e-01	8.2640553098e-02	-5.2014055333e-01
1.6130000000e+01	-4.3750000024e-01	8.3316642333e-02	-5.2081664258e-01
1.6140000000e+01	-4.3750000025e-01	8.4005691562e-02	-5.2150569181e-01
1.6150000000e+01	-4.3750000026e-01	8.4707825194e-02	-5.2220782545e-01
1.6160000000e+01	-4.3750000027e-01	8.5423170723e-02	-5.2292317099e-01
1.6170000000e+01	-4.3750000028e-01	8.6151858799e-02	-5.2365185908e-01
1.6180000000e+01	-4.3750000029e-01	8.6894023290e-02	-5.2439402358e-01
1.6190000000e+01	-4.3750000029e-01	8.7649801361e-02	-5.2514980165e-01
1.6200000000e+01	-4.3750000030e-01	8.8419333541e-02	-5.2591933384e-01
1.6210000000e+01	-4.3750000031e-01	8.9202763802e-02	-5.2670276411e-01
1.6220000000e+01	-4.3750000032e-01	9.0000239637e-02	-5.2750023996e-01
1.6230000000e+01	-4.3750000033e-01	9.0811912142e-02	-5.2831191247e-01
1.6240000000e+01	-4.3750000034e-01	9.1637936098e-02	-5.2913793644e-01
1.6250000000e+01	-4.3750000035e-01	9.2478470058e-02	-5.2997847041e-01
1.6260000000e+01	-4.3750000036e-01	9.3333676436e-02	-5.3083367680e-01
1.6270000000e+01	-4.3750000037e-01	9.4203721601e-02	-5.3170372197e-01
1.6280000000e+01	-4.3750000038e-01	9.5088775971e-02	-5.3258877635e-01
1.6290000000e+01	-4.3750000039e-01	9.5989014110e-02	-5.3348901450e-01
1.6300000000e+01	-4.3750000040e-01	9.6904614835e-02	-5.3440461523e-01
1.6310000000e+01	-4.3750000041e-01	9.7835761316e-02	-5.3533576173e-01
1.6320000000e+01	-4.3750000042e-01	9.8782641187e-02	-5.3628264161e-01
1.6330000000e+01	-4.3750000043e-01	9.9745446660e-02	-5.3724544709e-01
1.6340000000e+01	-4.3750000044e-01	1.0072437464e-01	-5.3822437508e-01
1.6350000000e+01	-4.3750000045e-01	1.0171962685e-01	-5.3921962730e-01
1.6360000000e+01	-4.3750000046e-01	1.0273140994e-01	-5.4023141040e-01
1.6370000000e+01	-4.3750000048e-01	1.0375993563e-01	-5.4125993611e-01
1.6380000000e+01	-4.3750000049e-01	1.0480542086e-01	-5.4230542135e-01
1.6390000000e+01	-4.3750000050e-01	1.0586808789e-01	-5.4336808839e-01
1.6400000000e+01	-4.3750000051e-01	1.0694816446e-01	-5.4444816498e-01
1.6410000000e+01	-4.3750000052e-01	1.0804588396e-01	-5.4554588448e-01
1.6420000000e+01	-4.3750000054e-01	1.0916148553e-01	-5.4666148606e-01
1.6430000000e+01	-4.3750000055e-01	1.1029521428e-01	-5.4779521483e-01
1.6440000000e+01	-4.3750000056e-01	1.1144732142e-01	-5.4894732199e-01
1.6450000000e+01	-4.3750000057e-01	1.1261806444e-01	-5.5011806501e-01
1.6460000000e+01	-4.3750000059e-01	1.1380770726e-01	-5.5130770785e-01
1.6470000000e+01	-4.3750000060e-01	1.1501652046e-01	-5.5251652106e-01
1.6480000000e+01	-4.3750000061e-01	1.1624478143e-01	-5.5374478205e-01
1.6490000000e+01	-4.3750000063e-01	1.1749277460e-01	-5.5499277522e-01
1.6500000000e+01	-4.3750000064e-01	1.1876079160e-01	-5.5626079224e-01
1.6510000000e+01	-4.3750000065e-01	1.2004913150e-01	-5.5754913216e-01
1.6520000000e+01	-4.3750000067e-01	1.2135810105e-01	-5.5885810172e-01
1.6530000000e+01	-4.3750000068e-01	1.2268801486e-01	-5.6018801554e-01
1.6540000000e+01	-4.3750000070e-01	1.2403919565e-01	-5.6153919634e-01
1.6550000000e+01	-4.3750000071e-01	1.2541197451e-01	-5.6291197522e-01
1.6560000000e+01	-4.3750000073e-01	1.2680669117e-01	-5.6430669190e-01
1.6570000000e+01	-4.3750000074e-01	1.2822369420e-01	-5.6572369494e-01
1.6580000000e+01	-4.3750000075e-01	1.2966334136e-01	-5.6716334212e-01
1.6590000000e+01	-4.3750000077e-01	1.3112599982e-01	-5.6862600059e-01
1.6600000000e+01	-4.3750000079e-01	1.3261204650e-01	-5.7011204728e-01
1.6610000000e+01	-4.3750000080e-01	1.3412186835e-01	-5.7162186915e-01
1.6620000000e+01	-4.3750000082e-01	1.3565586270e-01	-5.7315586351e-01
1.6630000000e+01	-4.3750000083e-01	1.3721443755e-01	-5.7471443838e-01
1.6640000000e+01	-4.3750000085e-01	1.3879801196e-01	-5.7629801280e-01
1.6650000000e+01	-4.3750000086e-01	1.4040701637e-01	-5.7790701723e-01
1.6660000000e+01	-4.3750000088e-01	1.4204189300e-01	-5.7954189388e-01
1.6670000000e+01	-4.3750000090e-01	1.4370309624e-01	-5.8120309714e-01
1.6680000000e+01	-4.3750000091e-01	1.4539109304e-01	-5.8289109395e-01
1.6690000000e+01	-4.3750000093e-01	1.4710636332e-01	-5.8460636425e-01
1.6700000000e+01	-4.3750000095e-01	1.4884940046e-01	-5.8634940141e-01
1.6710000000e+01	-4.3750000096e-01	1.5062071172e-01	-5.8812071268e-01
1.6720000000e+01	-4.3750000098e-01	1.5242081870e-01	-5.8992081968e-01
1.6730000000e+01	-4.3750000100e-01	1.5425025789e-01	-5.9175025889e-01
1.6740000000e+01	-4.3750000102e-01	1.5610958115e-01	-5.9360958217e-01
