# Two-body Weber reference run
# m1=1.0  m2=1.0  q1=1.0  q2=-1.0  c=4.0
# q0=[-1.0, 0.0, 1.0, 0.0]
# p0=[0.0, -0.25, 0.0, 0.25]
# tspan=(0.0, 27.14080941082802)  (5 Kepler periods, T=5.428162)
# dt=1e-3  stride=10
# local error |E_t - E_{t-1}| and global error percent |(E_t - E_0)/E_0| * 100
t	local_err	global_err_percent
8.8400000000e+00	1.7829460131e-11	3.2802913401e-07
8.8500000000e+00	1.7997714430e-11	3.2391537072e-07
8.8600000000e+00	1.8139989511e-11	3.1976908740e-07
8.8700000000e+00	1.8259560530e-11	3.1559547356e-07
8.8800000000e+00	1.8355206244e-11	3.1139999785e-07
8.8900000000e+00	1.8430867943e-11	3.0718722804e-07
8.9000000000e+00	1.8487045228e-11	3.0296161770e-07
8.9100000000e+00	1.8525736500e-11	2.9872716364e-07
8.9200000000e+00	1.8547052782e-11	2.9448783729e-07
8.9300000000e+00	1.8553047987e-11	2.9024714061e-07
8.9400000000e+00	1.8544443758e-11	2.8600841061e-07
8.9500000000e+00	1.8522627876e-11	2.8177466709e-07
8.9600000000e+00	1.8488932607e-11	2.7754862535e-07
8.9700000000e+00	1.8443135907e-11	2.7333305143e-07
8.9800000000e+00	1.8386181466e-11	2.6913049567e-07
8.9900000000e+00	1.8319679107e-11	2.6494314044e-07
9.0000000000e+00	1.8243795363e-11	2.6077313007e-07
9.0100000000e+00	1.8159918014e-11	2.5662229167e-07
9.0200000000e+00	1.8067436436e-11	2.5249259191e-07
9.0300000000e+00	1.7968238009e-11	2.4838556608e-07
9.0400000000e+00	1.7861712109e-11	2.4430288903e-07
9.0500000000e+00	1.7749302028e-11	2.4024590571e-07
9.0600000000e+00	1.7631174298e-11	2.3621592301e-07
9.0700000000e+00	1.7508106076e-11	2.3221407019e-07
9.0800000000e+00	1.7379708783e-11	2.2824156533e-07
9.0900000000e+00	1.7247370199e-11	2.2429930928e-07
9.1000000000e+00	1.7110590722e-11	2.2038831712e-07
9.1100000000e+00	1.6970702621e-11	2.1650929938e-07
9.1200000000e+00	1.6826873228e-11	2.1266315693e-07
9.1300000000e+00	1.6679990722e-11	2.0885058762e-07
9.1400000000e+00	1.6530332658e-11	2.0507222587e-07
9.1500000000e+00	1.6378565171e-11	2.0132855383e-07
9.1600000000e+00	1.6224244170e-11	1.9762015516e-07
9.1700000000e+00	1.6068035791e-11	1.9394746127e-07
9.1800000000e+00	1.5909717987e-11	1.9031095430e-07
9.1900000000e+00	1.5749734850e-11	1.8671101490e-07
9.2000000000e+00	1.5588919045e-11	1.8314783341e-07
9.2100000000e+00	1.5426215860e-11	1.7962184121e-07
9.2200000000e+00	1.5262957564e-11	1.7613316520e-07
9.2300000000e+00	1.5098367001e-11	1.7268210988e-07
9.2400000000e+00	1.4933498882e-11	1.6926873871e-07
9.2500000000e+00	1.4767520540e-11	1.6589330544e-07
9.2600000000e+00	1.4601042597e-11	1.6255592428e-07
9.2700000000e+00	1.4434120565e-11	1.5925669672e-07
9.2800000000e+00	1.4267309556e-11	1.5599559739e-07
9.2900000000e+00	1.4100109968e-11	1.5277271511e-07
9.3000000000e+00	1.3932854870e-11	1.4958806257e-07
9.3100000000e+00	1.3765544260e-11	1.4644165246e-07
9.3200000000e+00	1.3598178139e-11	1.4333349745e-07
9.3300000000e+00	1.3431145085e-11	1.4026352143e-07
9.3400000000e+00	1.3264167542e-11	1.3723171171e-07
9.3500000000e+00	1.3097800622e-11	1.3423792871e-07
9.3600000000e+00	1.2931267168e-11	1.3128221050e-07
9.3700000000e+00	1.2765510871e-11	1.2836437944e-07
9.3800000000e+00	1.2600087640e-11	1.2548435941e-07
9.3900000000e+00	1.2435275032e-11	1.2264201083e-07
9.4000000000e+00	1.2270406913e-11	1.1983734640e-07
9.4100000000e+00	1.2106982084e-11	1.1707003620e-07
9.4200000000e+00	1.1943723788e-11	1.1434004220e-07
9.4300000000e+00	1.1781131626e-11	1.1164721211e-07
9.4400000000e+00	1.1619150087e-11	1.0899140638e-07
9.4500000000e+00	1.1458112237e-11	1.0637240929e-07
9.4600000000e+00	1.1297296432e-11	1.0379017011e-07
9.4700000000e+00	1.1137923916e-11	1.0124435893e-07
9.4800000000e+00	1.0978828957e-11	9.8734912310e-08
9.4900000000e+00	1.0820677687e-11	9.6261614552e-08
9.5000000000e+00	1.0663303573e-11	9.3824288021e-08
9.5100000000e+00	1.0506817638e-11	9.1422729704e-08
9.5200000000e+00	1.0350997837e-11	8.9056787341e-08
9.5300000000e+00	1.0196177236e-11	8.6726232545e-08
9.5400000000e+00	1.0042244813e-11	8.4430862302e-08
9.5500000000e+00	9.8889785249e-12	8.2170524353e-08
9.5600000000e+00	9.7363228591e-12	7.9945079128e-08
9.5700000000e+00	9.5848884385e-12	7.7754247485e-08
9.5800000000e+00	9.4342866852e-12	7.5597839100e-08
9.5900000000e+00	9.2845175992e-12	7.3475663649e-08
9.6000000000e+00	9.1354146470e-12	7.1387568872e-08
9.6100000000e+00	8.9873664066e-12	6.9333313693e-08
9.6200000000e+00	8.8405394116e-12	6.7312618971e-08
9.6300000000e+00	8.6938789501e-12	6.5325446639e-08
9.6400000000e+00	8.5483842227e-12	6.3371530246e-08
9.6500000000e+00	8.4037776737e-12	6.1450666777e-08
9.6600000000e+00	8.2600037921e-12	5.9562665911e-08
9.6700000000e+00	8.1169515553e-12	5.7707362698e-08
9.6800000000e+00	7.9747319859e-12	5.5884566815e-08
9.6900000000e+00	7.8335671283e-12	5.4094037186e-08
9.7000000000e+00	7.6929018711e-12	5.2335659616e-08
9.7100000000e+00	7.5532358146e-12	5.0609205715e-08
9.7200000000e+00	7.4142358919e-12	4.8914523226e-08
9.7300000000e+00	7.2760686365e-12	4.7251421823e-08
9.7400000000e+00	7.1390116041e-12	4.5619647742e-08
9.7500000000e+00	7.0024541721e-12	4.4019086788e-08
9.7600000000e+00	6.8666183850e-12	4.2449574015e-08
9.7700000000e+00	6.7317262875e-12	4.0910893720e-08
9.7800000000e+00	6.5973893015e-12	3.9402919023e-08
9.7900000000e+00	6.4638294717e-12	3.7925472286e-08
9.8000000000e+00	6.3308247533e-12	3.6478426629e-08
9.8100000000e+00	6.1989302580e-12	3.5061528284e-08
9.8200000000e+00	6.0677018965e-12	3.3674624993e-08
9.8300000000e+00	5.9369731353e-12	3.2317602562e-08
9.8400000000e+00	5.8067994857e-12	3.0990334108e-08
9.8500000000e+00	5.6774585033e-12	2.9692629308e-08
9.8600000000e+00	5.5487836548e-12	2.8424335901e-08
9.8700000000e+00	5.4209414735e-12	2.7185263564e-08
9.8800000000e+00	5.2931548034e-12	2.5975399609e-08
9.8900000000e+00	5.1664783562e-12	2.4794490270e-08
9.9000000000e+00	5.0402459983e-12	2.3642434042e-08
9.9100000000e+00	4.9146797743e-12	2.2519078665e-08
9.9200000000e+00	4.7893911059e-12	2.1424360698e-08
9.9300000000e+00	4.6649906160e-12	2.0358077129e-08
9.9400000000e+00	4.5410897265e-12	1.9320113763e-08
9.9500000000e+00	4.4177439484e-12	1.8310343717e-08
9.9600000000e+00	4.2947312373e-12	1.7328690863e-08
9.9700000000e+00	4.1724401711e-12	1.6374990253e-08
9.9800000000e+00	4.0505376830e-12	1.5449153068e-08
9.9900000000e+00	3.9290792841e-12	1.4551077803e-08
1.0000000000e+01	3.8081759968e-12	1.3680637575e-08
1.0010000000e+01	3.6877167986e-12	1.2837730878e-08
1.0020000000e+01	3.5678682231e-12	1.2022218142e-08
1.0030000000e+01	3.4480196476e-12	1.1234099365e-08
1.0040000000e+01	3.3290037393e-12	1.0473184225e-08
1.0050000000e+01	3.2101543646e-12	9.7394346556e-09
1.0060000000e+01	3.0918601013e-12	9.0327237753e-09
1.0070000000e+01	2.9737323715e-12	8.3530135190e-09
1.0080000000e+01	2.8560487308e-12	7.7002023805e-09
1.0090000000e+01	2.7388091794e-12	7.0741888538e-09
1.0100000000e+01	2.6216806503e-12	6.4749475622e-09
1.0110000000e+01	2.5049962105e-12	5.9023769999e-09
1.0120000000e+01	2.3888113709e-12	5.3563629722e-09
1.0130000000e+01	2.2727930649e-12	4.8368674145e-09
1.0140000000e+01	2.1569412922e-12	4.3438522620e-09
1.0150000000e+01	2.0413670754e-12	3.8772540734e-09
1.0160000000e+01	1.9259593920e-12	3.4370347838e-09
1.0170000000e+01	1.8108847755e-12	3.0231182637e-09
1.0180000000e+01	1.6963097593e-12	2.6353903187e-09
1.0190000000e+01	1.5815682097e-12	2.2738890136e-09
1.0200000000e+01	1.4670487047e-12	1.9385635954e-09
1.0210000000e+01	1.3529177778e-12	1.6293252462e-09
1.0220000000e+01	1.2387868509e-12	1.3461739660e-09
1.0230000000e+01	1.1247114351e-12	1.0890970665e-09
1.0240000000e+01	1.0109690862e-12	8.5801841822e-10
1.0250000000e+01	8.9733775965e-13	6.5291264458e-10
1.0260000000e+01	7.8376194423e-13	4.7376705733e-10
1.0270000000e+01	6.7040817342e-13	3.2053090341e-10
1.0280000000e+01	5.5677684685e-13	1.9326762413e-10
1.0290000000e+01	4.4353409834e-13	9.1888401650e-11
1.0300000000e+01	3.3018032752e-13	1.6418612501e-11
1.0310000000e+01	2.1715962362e-13	3.3217872897e-11
1.0320000000e+01	1.0391687510e-13	5.6970301492e-11
1.0330000000e+01	9.3813845581e-15	5.4825985022e-11
1.0340000000e+01	1.2262413307e-13	2.6797611749e-11
1.0350000000e+01	2.3564483698e-13	2.7064065275e-11
1.0360000000e+01	3.4905411894e-13	1.0684786389e-10
1.0370000000e+01	4.6224135630e-13	2.1250303104e-10
1.0380000000e+01	5.7565063827e-13	3.4408031979e-10
1.0390000000e+01	6.8905992023e-13	5.0157973013e-10
1.0400000000e+01	8.0246920220e-13	6.8500126206e-10
1.0410000000e+01	9.1610052877e-13	8.9439566864e-10
1.0420000000e+01	1.0297318553e-12	1.1297629499e-09
1.0430000000e+01	1.1435297154e-12	1.3911411705e-09
1.0440000000e+01	1.2576051311e-12	1.6785937719e-09
1.0450000000e+01	1.3717915692e-12	1.9921461306e-09
1.0460000000e+01	1.4860335185e-12	2.3318109348e-09
1.0470000000e+01	1.6004420011e-12	2.6976262494e-09
1.0480000000e+01	1.7151835507e-12	3.0896682038e-09
1.0490000000e+01	1.8299806115e-12	3.5079494864e-09
1.0500000000e+01	1.9449997168e-12	3.9525208503e-09
1.0510000000e+01	2.0604074003e-12	4.4234711132e-09
1.0520000000e+01	2.1759816171e-12	4.9208383400e-09
1.0530000000e+01	2.2918333897e-12	5.4446859719e-09
1.0540000000e+01	2.4079627181e-12	5.9950774503e-09
1.0550000000e+01	2.5243696022e-12	6.5720762166e-09
1.0560000000e+01	2.6410540421e-12	7.1757457119e-09
1.0570000000e+01	2.7582380824e-12	7.8062001307e-09
1.0580000000e+01	2.8754776338e-12	8.4634521613e-09
1.0590000000e+01	2.9933833190e-12	9.1476540628e-09
1.0600000000e+01	3.1112890042e-12	9.8588058352e-09
1.0610000000e+01	3.2296387786e-12	1.0597008985e-08
1.0620000000e+01	3.3487657092e-12	1.1362441147e-08
1.0630000000e+01	3.4677816174e-12	1.2155076945e-08
1.0640000000e+01	3.5876857041e-12	1.2975119392e-08
1.0650000000e+01	3.7077008130e-12	1.3822593863e-08
1.0660000000e+01	3.8282155224e-12	1.4697614554e-08
1.0670000000e+01	3.9490077874e-12	1.5600244905e-08
1.0680000000e+01	4.0707992532e-12	1.6530713306e-08
1.0690000000e+01	4.1925352079e-12	1.7489007068e-08
1.0700000000e+01	4.3151038298e-12	1.8475316515e-08
1.0710000000e+01	4.4381720521e-12	1.9489755841e-08
1.0720000000e+01	4.5615733413e-12	2.0532401176e-08
1.0730000000e+01	4.6854742308e-12	2.1603366715e-08
1.0740000000e+01	4.8101522765e-12	2.2702830092e-08
1.0750000000e+01	4.9353854337e-12	2.3830918191e-08
1.0760000000e+01	5.0609516578e-12	2.4987707142e-08
1.0770000000e+01	5.1874615714e-12	2.6173412644e-08
1.0780000000e+01	5.3142490408e-12	2.7388098139e-08
1.0790000000e+01	5.4417026440e-12	2.8631915886e-08
1.0800000000e+01	5.5700999368e-12	2.9905081586e-08
1.0810000000e+01	5.6987192742e-12	3.1207645991e-08
1.0820000000e+01	5.8282267901e-12	3.2539812115e-08
1.0830000000e+01	5.9582894174e-12	3.3901706839e-08
1.0840000000e+01	6.0893512455e-12	3.5293558552e-08
1.0850000000e+01	6.2206351181e-12	3.6715418007e-08
1.0860000000e+01	6.3530847250e-12	3.8167551659e-08
1.0870000000e+01	6.4857563764e-12	3.9650010259e-08
1.0880000000e+01	6.6194827397e-12	4.1163034885e-08
1.0890000000e+01	6.7538197257e-12	4.2706765108e-08
1.0900000000e+01	6.8889893790e-12	4.4281391252e-08
1.0910000000e+01	7.0249916995e-12	4.5887103641e-08
1.0920000000e+01	7.1614381092e-12	4.7524003780e-08
1.0930000000e+01	7.2990502531e-12	4.9192358123e-08
1.0940000000e+01	7.4369954639e-12	5.0892242801e-08
1.0950000000e+01	7.5762729423e-12	5.2623962331e-08
1.0960000000e+01	7.7161610434e-12	5.4387656283e-08
1.0970000000e+01	7.8568263007e-12	5.6183502295e-08
1.0980000000e+01	7.9981576917e-12	5.8011652625e-08
1.0990000000e+01	8.1404882835e-12	5.9872335661e-08
1.1000000000e+01	8.2834850090e-12	6.1765703663e-08
1.1010000000e+01	8.4276474688e-12	6.3692023084e-08
1.1020000000e+01	8.5723650400e-12	6.5651420808e-08
1.1030000000e+01	8.7180263009e-12	6.7644112534e-08
1.1040000000e+01	8.8645757401e-12	6.9670301274e-08
1.1050000000e+01	9.0116247797e-12	7.1730101224e-08
1.1060000000e+01	9.1602281316e-12	7.3823867654e-08
1.1070000000e+01	9.3094421061e-12	7.5951740135e-08
1.1080000000e+01	9.4589891475e-12	7.8113794798e-08
1.1090000000e+01	9.6099239677e-12	8.0310348847e-08
1.1100000000e+01	9.7614694106e-12	8.2541541855e-08
1.1110000000e+01	9.9140140541e-12	8.4807602211e-08
1.1120000000e+01	1.0067502387e-11	8.7108745614e-08
1.1130000000e+01	1.0221712365e-11	8.9445137011e-08
1.1140000000e+01	1.0376755011e-11	9.1816966728e-08
1.1150000000e+01	1.0532574812e-11	9.4224412399e-08
1.1160000000e+01	1.0689449326e-11	9.6667715102e-08
1.1170000000e+01	1.0846712417e-11	9.9146963655e-08
1.1180000000e+01	1.1005307776e-11	1.0166246258e-07
1.1190000000e+01	1.1164236202e-11	1.0421428799e-07
1.1200000000e+01	1.1324108318e-11	1.0680265561e-07
1.1210000000e+01	1.1484757589e-11	1.0942774306e-07
1.1220000000e+01	1.1645906461e-11	1.1208966453e-07
1.1230000000e+01	1.1807888001e-11	1.1478861036e-07
1.1240000000e+01	1.1970757718e-11	1.1752478356e-07
1.1250000000e+01	1.2133849481e-11	1.2029823487e-07
1.1260000000e+01	1.2297718399e-11	1.2310914193e-07
1.1270000000e+01	1.2462475496e-11	1.2595770776e-07
1.1280000000e+01	1.2627232593e-11	1.2884393235e-07
1.1290000000e+01	1.2792988890e-11	1.3176804410e-07
1.1300000000e+01	1.2958856210e-11	1.3473006837e-07
1.1310000000e+01	1.3125112108e-11	1.3773009400e-07
1.1320000000e+01	1.3291812095e-11	1.4076822248e-07
1.1330000000e+01	1.3458567594e-11	1.4384446650e-07
1.1340000000e+01	1.3625878204e-11	1.4695895294e-07
1.1350000000e+01	1.3793077791e-11	1.5011165644e-07
1.1360000000e+01	1.3960388401e-11	1.5330260236e-07
1.1370000000e+01	1.4127865544e-11	1.5653182877e-07
1.1380000000e+01	1.4294676554e-11	1.5979918341e-07
1.1390000000e+01	1.4461987163e-11	1.6310478048e-07
1.1400000000e+01	1.4628409595e-11	1.6644841695e-07
1.1410000000e+01	1.4794943048e-11	1.6983011822e-07
1.1420000000e+01	1.4960699346e-11	1.7324970664e-07
1.1430000000e+01	1.5126011554e-11	1.7670708071e-07
1.1440000000e+01	1.5289880473e-11	1.8020191054e-07
1.1450000000e+01	1.5453083257e-11	1.8373404385e-07
1.1460000000e+01	1.5615564397e-11	1.8730331571e-07
1.1470000000e+01	1.5776546736e-11	1.9090938354e-07
1.1480000000e+01	1.5935863740e-11	1.9455186668e-07
1.1490000000e+01	1.6093959498e-11	1.9823048599e-07
1.1500000000e+01	1.6249779300e-11	2.0194472126e-07
1.1510000000e+01	1.6403656211e-11	2.0569412840e-07
1.1520000000e+01	1.6555423699e-11	2.0947822524e-07
1.1530000000e+01	1.6704748695e-11	2.1329645352e-07
1.1540000000e+01	1.6850576490e-11	2.1714801386e-07
1.1550000000e+01	1.6993684238e-11	2.2103228454e-07
1.1560000000e+01	1.7133738872e-11	2.2494856771e-07
1.1570000000e+01	1.7269408126e-11	2.2889586100e-07
1.1580000000e+01	1.7401302621e-11	2.3287330159e-07
1.1590000000e+01	1.7528645202e-11	2.3687984907e-07
1.1600000000e+01	1.7651324846e-11	2.4091443761e-07
1.1610000000e+01	1.7768064797e-11	2.4497570956e-07
1.1620000000e+01	1.7879919767e-11	2.4906254836e-07
1.1630000000e+01	1.7985113399e-11	2.5317343143e-07
1.1640000000e+01	1.8083201603e-11	2.5730673465e-07
1.1650000000e+01	1.8174572958e-11	2.6146092275e-07
1.1660000000e+01	1.8257506618e-11	2.6563406712e-07
1.1670000000e+01	1.8331114404e-11	2.6982403613e-07
1.1680000000e+01	1.8396173473e-11	2.7402887578e-07
1.1690000000e+01	1.8450907469e-11	2.7824622606e-07
1.1700000000e+01	1.8494650256e-11	2.8247357469e-07
1.1710000000e+01	1.8527290813e-11	2.8670838402e-07
1.1720000000e+01	1.8547052782e-11	2.9094771037e-07
1.1730000000e+01	1.8552825942e-11	2.9518835630e-07
1.1740000000e+01	1.8544721314e-11	2.9942714974e-07
1.1750000000e+01	1.8520629474e-11	3.0366043648e-07
1.1760000000e+01	1.8478996111e-11	3.0788420702e-07
1.1770000000e+01	1.8420154291e-11	3.1209452800e-07
1.1780000000e+01	1.8341106411e-11	3.1628678089e-07
1.1790000000e+01	1.8240964295e-11	3.2045614416e-07
1.1800000000e+01	1.8117840561e-11	3.2459736486e-07
1.1810000000e+01	1.7971568678e-11	3.2870515199e-07
1.1820000000e+01	1.7799095531e-11	3.3277351668e-07
1.1830000000e+01	1.7597312496e-11	3.3679575954e-07
1.1840000000e+01	1.7365997529e-11	3.4076513040e-07
1.1850000000e+01	1.7102652627e-11	3.4467430814e-07
1.1860000000e+01	1.6804335701e-11	3.4851529916e-07
1.1870000000e+01	1.6468604258e-11	3.5227955156e-07
1.1880000000e+01	1.6092460697e-11	3.5595782829e-07
1.1890000000e+01	1.5673684572e-11	3.5954038477e-07
1.1900000000e+01	1.5208168058e-11	3.6301653747e-07
1.1910000000e+01	1.4693246619e-11	3.6637499384e-07
1.1920000000e+01	1.4124923453e-11	3.6960354777e-07
1.1930000000e+01	1.3498757667e-11	3.7268897809e-07
1.1940000000e+01	1.2810974503e-11	3.7561720083e-07
1.1950000000e+01	1.2056688981e-11	3.7837301546e-07
1.1960000000e+01	1.1231238162e-11	3.8094015561e-07
1.1970000000e+01	1.0328071731e-11	3.8330085772e-07
1.1980000000e+01	9.3430818637e-12	3.8543641929e-07
1.1990000000e+01	8.2682749536e-12	3.8732631071e-07
1.2000000000e+01	7.0988770418e-12	3.8894891117e-07
1.2010000000e+01	5.8247295875e-12	3.9028027794e-07
1.2020000000e+01	4.4408920985e-12	3.9129533899e-07
1.2030000000e+01	2.9377611455e-12	3.9196682725e-07
1.2040000000e+01	1.3045120539e-12	3.9226500143e-07
1.2050000000e+01	4.6646020380e-13	3.9215838196e-07
1.2060000000e+01	2.3885893263e-12	3.9161241868e-07
1.2070000000e+01	4.4712566982e-12	3.9059041715e-07
1.2080000000e+01	6.7291727746e-12	3.8905232052e-07
1.2090000000e+01	9.1759377874e-12	3.8695496331e-07
1.2100000000e+01	1.1825318502e-11	3.8425203337e-07
1.2110000000e+01	1.4694856443e-11	3.8089320904e-07
1.2120000000e+01	1.7802370689e-11	3.7682409574e-07
1.2130000000e+01	2.1167179121e-11	3.7198588337e-07
1.2140000000e+01	2.4809154731e-11	3.6631521943e-07
1.2150000000e+01	2.8752999981e-11	3.5974310515e-07
1.2160000000e+01	3.3021863022e-11	3.5219525074e-07
1.2170000000e+01	3.7646774587e-11	3.4359027369e-07
1.2180000000e+01	4.2653713894e-11	3.3384085337e-07
1.2190000000e+01	4.8076098658e-11	3.2285203082e-07
1.2200000000e+01	5.3948956413e-11	3.1052084079e-07
1.2210000000e+01	6.0311977634e-11	2.9673524590e-07
1.2220000000e+01	6.7208016929e-11	2.8137341346e-07
1.2230000000e+01	7.4681927309e-11	2.6430325864e-07
1.2240000000e+01	8.2784168409e-11	2.4538116301e-07
1.2250000000e+01	9.1571639160e-11	2.2445050263e-07
1.2260000000e+01	1.0110329240e-10	2.0134117865e-07
1.2270000000e+01	1.1144779544e-10	1.7586739684e-07
1.2280000000e+01	1.2267586946e-10	1.4782719810e-07
1.2290000000e+01	1.3486844974e-10	1.1700012387e-07
1.2300000000e+01	1.4811241122e-10	8.3145858452e-08
1.2310000000e+01	1.6250395474e-10	4.6002097369e-08
1.2320000000e+01	1.7814810738e-10	5.2825299690e-09
1.2330000000e+01	1.9516027683e-10	3.9325533306e-08
1.2340000000e+01	2.1366602931e-10	8.8163482863e-08
1.2350000000e+01	2.3380392067e-10	1.4160437902e-07
1.2360000000e+01	2.5572532980e-10	2.0005588297e-07
1.2370000000e+01	2.7959284887e-10	2.6396281986e-07
1.2380000000e+01	3.0558933162e-10	3.3381180994e-07
1.2390000000e+01	3.3390934462e-10	4.1013394585e-07
1.2400000000e+01	3.6476555110e-10	4.9350892896e-07
1.2410000000e+01	3.9838543575e-10	5.8456845713e-07
1.2420000000e+01	4.3501924285e-10	6.8400142693e-07
1.2430000000e+01	4.7492865196e-10	7.9255654738e-07
1.2440000000e+01	5.1839499360e-10	9.1104683163e-07
1.2450000000e+01	5.6571314300e-10	1.0403526929e-06
1.2460000000e+01	6.1718508082e-10	1.1814235685e-06
1.2470000000e+01	6.7312044827e-10	1.3352796710e-06
1.2480000000e+01	7.3382044885e-10	1.5030100593e-06
1.2490000000e+01	7.9956763432e-10	1.6857683757e-06
1.2500000000e+01	8.7060392229e-10	1.8847635579e-06
1.2510000000e+01	9.4710295162e-10	2.1012442326e-06
1.2520000000e+01	1.0291256736e-09	2.3364729580e-06
1.2530000000e+01	1.1165688374e-09	2.5916886922e-06
1.2540000000e+01	1.2090708434e-09	2.8680477422e-06
1.2550000000e+01	1.3059071602e-09	3.1665408073e-06
1.2560000000e+01	1.4058212372e-09	3.4878713758e-06
1.2570000000e+01	1.5067997960e-09	3.8322827578e-06
1.2580000000e+01	1.6057437602e-09	4.1993099030e-06
1.2590000000e+01	1.6980271633e-09	4.5874303975e-06
1.2600000000e+01	1.7768447824e-09	4.9935663477e-06
1.2610000000e+01	1.8323182971e-09	5.4123819585e-06
1.2620000000e+01	1.8501855603e-09	5.8352815151e-06
1.2630000000e+01	1.8099719501e-09	6.2489893894e-06
1.2640000000e+01	1.6823282767e-09	6.6335215670e-06
1.2650000000e+01	1.4252141689e-09	6.9592848056e-06
1.2660000000e+01	9.7834185198e-10	7.1829058003e-06
1.2670000000e+01	2.5510127344e-10	7.2412146628e-06
1.2680000000e+01	8.6925311393e-10	7.0425282368e-06
1.2690000000e+01	2.5750142019e-09	6.4539535621e-06
1.2700000000e+01	5.1237467602e-09	5.2828114454e-06
1.2710000000e+01	8.8963194589e-09	3.2493669977e-06
1.2720000000e+01	1.4449450747e-08	5.3364601627e-08
1.2730000000e+01	2.2599520033e-08	5.2189691806e-06
1.2740000000e+01	3.4546524974e-08	1.3115317746e-05
1.2750000000e+01	5.2055857847e-08	2.5013799540e-05
1.2760000000e+01	7.7720645253e-08	4.2778518455e-05
1.2770000000e+01	1.1533019584e-07	6.9139706075e-05
1.2780000000e+01	1.7036268729e-07	1.0807974888e-04
1.2790000000e+01	2.5058640940e-07	1.6535664246e-04
1.2800000000e+01	3.6665842784e-07	2.4916428311e-04
1.2810000000e+01	5.3238974140e-07	3.7085336686e-04
1.2820000000e+01	7.6391339832e-07	5.4546214362e-04
1.2830000000e+01	1.0762863778e-06	7.9147045854e-04
1.2840000000e+01	1.4752594368e-06	1.1286726155e-03
1.2850000000e+01	1.9419699520e-06	1.5725514617e-03
1.2860000000e+01	2.4113955517e-06	2.1237275878e-03
1.2870000000e+01	2.7545211787e-06	2.7533324286e-03
1.2880000000e+01	2.7881217775e-06	3.3906174063e-03
1.2890000000e+01	2.3399608695e-06	3.9254656051e-03
1.2900000000e+01	1.3639588947e-06	4.2372276382e-03
1.2910000000e+01	3.0507871340e-08	4.2442008659e-03
1.2920000000e+01	1.3113474320e-06	3.9444643100e-03
1.2930000000e+01	2.3080998335e-06	3.4168986338e-03
1.2940000000e+01	2.7796171320e-06	2.7815575751e-03
1.2950000000e+01	2.7638448499e-06	2.1498216094e-03
1.2960000000e+01	2.4301208219e-06	1.5943654215e-03
1.2970000000e+01	1.9630139869e-06	1.1456765102e-03
1.2980000000e+01	1.4944152222e-06	8.0409588798e-04
1.2990000000e+01	1.0918530386e-06	5.5452947915e-04
1.3000000000e+01	7.7572205726e-07	3.7722158035e-04
1.3010000000e+01	5.4096716728e-07	2.5357194211e-04
1.3020000000e+01	3.7272028308e-07	1.6837873455e-04
1.3030000000e+01	2.5479858357e-07	1.1013905831e-04
1.3040000000e+01	1.7326063229e-07	7.0536628069e-05
1.3050000000e+01	1.1731337524e-07	4.3722142300e-05
1.3060000000e+01	7.9074563342e-08	2.5647956394e-05
1.3070000000e+01	5.2979539422e-08	1.3538347383e-05
1.3080000000e+01	3.5176732416e-08	5.4979514021e-06
1.3090000000e+01	2.3029526064e-08	2.3405973033e-07
1.3100000000e+01	1.4742679966e-08	3.1356956904e-06
1.3110000000e+01	9.0958871546e-09	5.2147556115e-06
1.3120000000e+01	5.2590094501e-09	6.4168149143e-06
1.3130000000e+01	2.6660307295e-09	7.0261933668e-06
1.3140000000e+01	9.2976071286e-10	7.2387101012e-06
1.3150000000e+01	2.1562640562e-10	7.1894240656e-06
1.3160000000e+01	9.5336605277e-10	6.9715118250e-06
1.3170000000e+01	1.4102277124e-09	6.6491740621e-06
1.3180000000e+01	1.6741856790e-09	6.2665030498e-06
1.3190000000e+01	1.8064801877e-09	5.8535932926e-06
1.3200000000e+01	1.8498114152e-09	5.4307792549e-06
1.3210000000e+01	1.8339917363e-09	5.0115811437e-06
1.3220000000e+01	1.7798236218e-09	4.6047643159e-06
1.3230000000e+01	1.7017874887e-09	4.2157843185e-06
1.3240000000e+01	1.6099298561e-09	3.8478003514e-06
1.3250000000e+01	1.5111659701e-09	3.5023909868e-06
1.3260000000e+01	1.4102036205e-09	3.1800587306e-06
1.3270000000e+01	1.3101963958e-09	2.8805852687e-06
1.3280000000e+01	1.2131956550e-09	2.6032834047e-06
1.3290000000e+01	1.1204875916e-09	2.3471719552e-06
1.3300000000e+01	1.0328153888e-09	2.1110998663e-06
1.3310000000e+01	9.5055274763e-10	1.8938306669e-06
1.3320000000e+01	8.7381502034e-10	1.6941015194e-06
1.3330000000e+01	8.0254469736e-10	1.5106627314e-06
1.3340000000e+01	7.3657213662e-10	1.3423033859e-06
1.3350000000e+01	6.7565730788e-10	1.1878674298e-06
1.3360000000e+01	6.1952099006e-10	1.0462626321e-06
1.3370000000e+01	5.6786042535e-10	9.1646596344e-07
1.3380000000e+01	5.2037063547e-10	7.9752410390e-07
1.3390000000e+01	4.7674120207e-10	6.8855468628e-07
1.3400000000e+01	4.3668368921e-10	5.8874127161e-07
1.3410000000e+01	3.9991343570e-10	4.9733248630e-07
1.3420000000e+01	3.6616687460e-10	4.1363720068e-07
